City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Mumbai,2023-01-02,352,30.3,57.5,16.2,16.7,0.6,86.3
Mumbai,2023-01-03,311,103.2,187.0,59.6,22.3,1.3,69.1
Mumbai,2023-01-04,380,233.4,68.5,20.9,15.9,0.6,102.6
Mumbai,2023-01-05,367,22.9,120.5,5.9,8.6,2.1,116.0
Mumbai,2023-01-06,308,166.7,134.6,51.7,36.1,1.2,28.4
Mumbai,2023-01-07,339,17.4,233.1,32.7,15.2,1.4,28.5
Mumbai,2023-01-08,284,145.8,236.3,52.1,26.5,1.5,39.5
Mumbai,2023-01-09,328,207.6,122.7,83.1,4.0,1.9,70.1
Mumbai,2023-01-10,267,34.6,252.4,76.4,16.3,2.5,59.5
Mumbai,2023-01-11,228,216.9,44.4,87.2,7.6,2.1,33.1
Mumbai,2023-01-12,427,151.1,118.2,72.5,32.4,0.6,25.3
Mumbai,2023-01-13,155,205.2,245.5,59.2,27.5,1.6,28.5
Mumbai,2023-01-14,410,80.2,180.4,95.5,26.7,2.3,99.7
Mumbai,2023-01-15,119,241.1,240.0,92.3,49.6,2.2,24.0
Mumbai,2023-01-16,493,41.8,60.9,35.6,13.9,2.1,53.2
Mumbai,2023-01-17,122,148.6,95.2,44.4,23.7,1.7,106.8
Mumbai,2023-01-18,97,106.7,229.9,71.0,44.1,1.2,63.7
Mumbai,2023-01-19,347,10.6,236.8,74.6,37.1,1.3,83.1
Mumbai,2023-01-20,233,214.0,242.8,42.8,48.5,2.1,64.4
Mumbai,2023-01-21,215,208.8,114.6,59.9,29.2,1.3,47.8
Mumbai,2023-01-22,399,192.9,32.9,64.5,42.2,0.2,112.2
Mumbai,2023-01-23,130,115.9,20.2,96.0,11.7,1.8,24.5
Mumbai,2023-01-24,382,82.4,264.8,88.3,6.5,1.0,19.1
Mumbai,2023-01-25,390,226.9,66.3,42.7,16.7,1.8,35.8
Mumbai,2023-01-26,385,31.9,46.7,25.3,5.7,1.6,67.1
Mumbai,2023-01-27,277,12.2,214.8,82.6,49.4,1.2,24.5
Mumbai,2023-01-28,86,64.9,45.0,81.6,7.0,1.0,42.9
Mumbai,2023-01-29,245,195.6,230.9,17.6,49.7,0.5,68.4
Mumbai,2023-01-30,54,156.5,66.0,38.4,12.2,1.9,111.2
Mumbai,2023-01-31,365,174.8,260.8,13.2,6.8,1.9,74.9
Mumbai,2023-02-01,246,94.4,140.2,80.2,13.9,1.7,37.3
Mumbai,2023-02-02,357,154.0,190.1,79.0,35.1,2.2,82.4
Mumbai,2023-02-03,204,59.3,189.9,22.9,20.8,1.7,96.2
Mumbai,2023-02-04,456,239.1,158.6,15.7,26.0,1.6,68.1
Mumbai,2023-02-05,56,246.9,281.5,17.5,43.3,1.5,50.2
Mumbai,2023-02-06,399,51.5,151.9,98.8,5.5,1.6,11.5
Mumbai,2023-02-07,160,19.6,36.9,80.0,26.3,1.6,65.1
Mumbai,2023-02-08,262,111.7,132.6,65.9,27.8,0.6,19.2
Mumbai,2023-02-09,90,132.7,76.9,81.8,27.7,1.1,79.8
Mumbai,2023-02-10,477,166.0,200.1,34.5,23.0,2.4,36.3
Mumbai,2023-02-11,175,30.7,141.7,48.1,31.2,0.9,91.6
Mumbai,2023-02-12,429,52.2,23.5,18.0,2.5,1.3,48.1
Mumbai,2023-02-13,314,197.9,221.8,20.9,8.1,2.0,39.6
Mumbai,2023-02-14,110,195.1,28.2,81.7,15.1,0.3,88.4
Mumbai,2023-02-15,345,160.6,158.9,53.5,4.7,2.2,28.4
Mumbai,2023-02-16,130,71.2,48.8,59.5,36.7,0.7,66.0
Mumbai,2023-02-17,72,216.1,23.4,9.4,19.5,2.3,29.7
Mumbai,2023-02-18,489,18.5,244.9,72.8,33.5,0.7,37.3
Mumbai,2023-02-19,418,86.8,251.3,59.3,7.7,1.7,15.8
Mumbai,2023-02-20,164,203.0,294.8,95.6,5.3,1.3,41.1
Mumbai,2023-02-21,482,84.6,44.2,48.4,19.7,0.9,96.3
Mumbai,2023-02-22,428,159.5,149.9,61.2,25.7,2.0,31.5
Mumbai,2023-02-23,329,192.5,88.6,5.6,21.7,0.7,48.1
Mumbai,2023-02-24,479,176.4,22.7,36.8,38.4,1.1,91.2
Mumbai,2023-02-25,207,34.9,168.3,27.6,25.6,0.3,119.7
Mumbai,2023-02-26,414,77.2,32.3,27.0,42.6,1.2,108.5
Mumbai,2023-02-27,284,243.9,43.8,14.1,8.4,2.1,18.2
Mumbai,2023-02-28,340,24.9,205.5,17.4,16.0,2.2,111.9
Mumbai,2023-03-01,251,178.2,225.9,35.2,15.1,0.4,32.3
Mumbai,2023-03-02,449,194.8,50.5,15.0,23.6,0.9,23.3
Mumbai,2023-03-03,233,241.5,78.1,34.3,14.7,0.5,27.3
Mumbai,2023-03-04,401,83.0,217.3,62.3,12.3,2.2,26.3
Mumbai,2023-03-05,414,69.6,119.6,53.8,34.5,0.8,119.0
Mumbai,2023-03-06,65,238.5,259.3,57.8,28.4,0.4,21.2
Mumbai,2023-03-07,456,43.6,23.3,83.9,49.2,0.5,100.6
Mumbai,2023-03-08,240,174.7,282.5,13.0,30.1,2.3,18.2
Mumbai,2023-03-09,83,57.5,200.9,81.9,6.4,2.1,99.0
Mumbai,2023-03-10,112,20.2,149.1,21.0,29.5,2.1,53.4
Mumbai,2023-03-11,65,101.9,139.5,38.6,45.6,0.8,59.1
Mumbai,2023-03-12,126,18.3,193.4,28.3,16.2,1.1,70.6
Mumbai,2023-03-13,81,31.1,127.2,44.8,32.8,2.0,37.4
Mumbai,2023-03-14,460,140.5,25.5,41.3,36.2,1.3,96.0
Mumbai,2023-03-15,226,229.0,160.7,41.9,10.6,0.9,34.1
Mumbai,2023-03-16,465,196.8,36.4,99.2,27.4,2.0,120.0
Mumbai,2023-03-17,131,34.0,203.9,30.3,41.2,2.3,16.1
Mumbai,2023-03-18,162,148.2,295.1,41.9,46.9,2.5,29.1
Mumbai,2023-03-19,171,152.2,245.7,71.3,45.9,0.3,87.1
Mumbai,2023-03-20,340,145.3,177.7,22.9,49.4,2.2,64.1
Mumbai,2023-03-21,208,52.1,30.6,10.3,30.9,0.2,62.6
Mumbai,2023-03-22,219,230.3,76.4,17.4,36.4,2.3,102.9
Mumbai,2023-03-23,215,24.3,61.4,71.9,8.8,0.5,67.9
Mumbai,2023-03-24,236,240.5,124.6,94.5,21.0,0.4,43.2
Mumbai,2023-03-25,119,244.2,225.1,46.5,32.7,1.3,44.9
Mumbai,2023-03-26,412,242.5,214.2,93.2,39.8,0.7,74.8
Mumbai,2023-03-27,139,100.8,225.5,33.0,10.5,0.2,87.2
Mumbai,2023-03-28,343,104.0,298.4,96.7,3.6,1.6,111.3
Mumbai,2023-03-29,363,63.0,178.4,94.0,8.8,1.9,36.2
Mumbai,2023-03-30,213,50.3,267.9,13.4,36.0,1.7,107.5
Mumbai,2023-03-31,278,12.7,78.7,70.9,18.8,2.0,89.2
Mumbai,2023-04-01,74,102.6,225.1,97.1,44.5,1.3,51.7
Mumbai,2023-04-02,329,100.1,252.1,79.9,29.7,1.9,34.8
Mumbai,2023-04-03,281,27.7,256.8,33.0,17.3,2.4,18.2
Mumbai,2023-04-04,137,223.1,65.1,12.1,47.2,2.4,47.2
Mumbai,2023-04-05,364,224.4,217.3,46.0,33.4,1.6,57.8
Mumbai,2023-04-06,77,34.3,77.6,23.0,35.5,1.9,90.3
Mumbai,2023-04-07,185,168.5,103.3,14.1,20.9,1.5,64.0
Mumbai,2023-04-08,77,96.6,139.7,33.0,33.8,1.6,32.0
Mumbai,2023-04-09,63,59.7,198.7,97.8,24.7,0.5,96.3
Mumbai,2023-04-10,291,127.4,205.1,13.7,28.1,0.6,107.4
Mumbai,2023-04-11,239,54.8,32.5,46.8,14.6,2.1,72.1
Mumbai,2023-04-12,127,190.5,206.9,13.1,18.5,1.4,116.8
Mumbai,2023-04-13,351,64.6,37.1,41.8,27.1,2.4,85.6
Mumbai,2023-04-14,293,147.5,86.0,33.4,21.0,2.2,13.8
Mumbai,2023-04-15,342,226.1,244.1,69.4,31.8,0.5,93.3
Mumbai,2023-04-16,138,237.8,66.8,25.1,11.3,0.3,18.6
Mumbai,2023-04-17,399,114.5,299.2,64.6,42.0,0.8,110.2
Mumbai,2023-04-18,463,26.1,128.7,42.7,17.7,0.8,60.4
Mumbai,2023-04-19,497,13.0,216.1,60.8,39.5,0.5,26.5
Mumbai,2023-04-20,340,151.1,232.3,94.3,46.4,1.5,21.1
Mumbai,2023-04-21,196,218.2,266.4,88.4,14.7,1.7,72.9
Mumbai,2023-04-22,292,19.0,97.1,18.7,31.2,1.8,14.3
Mumbai,2023-04-23,500,89.6,86.5,75.8,46.2,2.3,12.2
Mumbai,2023-04-24,468,200.5,107.1,85.1,43.2,1.8,117.0
Mumbai,2023-04-25,166,42.3,292.8,47.1,41.6,0.8,55.8
Mumbai,2023-04-26,380,31.4,143.7,91.8,21.5,1.3,66.8
Mumbai,2023-04-27,241,207.0,164.3,20.1,16.9,1.4,24.9
Mumbai,2023-04-28,485,135.8,179.2,21.5,44.0,0.7,16.3
Mumbai,2023-04-29,66,119.5,277.0,71.9,15.2,2.1,65.6
Mumbai,2023-04-30,375,231.5,210.7,28.0,25.5,1.2,115.7
Mumbai,2023-05-01,292,150.9,117.9,20.5,44.9,1.9,85.8
Mumbai,2023-05-02,195,16.6,33.9,86.1,39.4,0.7,34.3
Mumbai,2023-05-03,165,172.6,95.3,43.9,3.0,2.0,94.4
Mumbai,2023-05-04,54,123.8,57.0,21.5,40.4,0.7,76.9
Mumbai,2023-05-05,206,181.1,218.6,31.2,45.0,2.2,60.5
Mumbai,2023-05-06,161,122.0,209.6,83.3,21.1,0.4,66.3
Mumbai,2023-05-07,389,242.0,255.0,58.3,30.5,0.9,85.3
Mumbai,2023-05-08,296,25.3,296.7,65.9,43.4,0.8,88.2
Mumbai,2023-05-09,383,81.7,62.0,77.7,45.2,2.1,98.3
Mumbai,2023-05-10,357,107.0,109.5,18.3,3.2,1.3,42.5
Mumbai,2023-05-11,264,107.1,226.3,60.4,49.7,2.1,47.7
Mumbai,2023-05-12,415,63.4,169.7,79.6,45.5,1.7,65.8
Mumbai,2023-05-13,482,50.8,204.1,58.0,16.1,1.3,91.5
Mumbai,2023-05-14,421,204.0,233.6,22.4,34.6,1.0,19.8
Mumbai,2023-05-15,231,63.6,264.0,44.9,44.6,1.1,74.4
Mumbai,2023-05-16,287,214.3,151.8,87.3,30.0,2.4,17.8
Mumbai,2023-05-17,149,130.1,262.9,41.3,16.3,0.3,104.0
Mumbai,2023-05-18,120,248.2,115.9,98.8,44.9,2.5,25.8
Mumbai,2023-05-19,491,181.8,238.1,51.3,32.3,0.6,79.8
Mumbai,2023-05-20,52,118.5,78.6,78.5,29.7,0.6,96.4
Mumbai,2023-05-21,449,31.1,192.1,65.2,21.4,2.4,52.2
Mumbai,2023-05-22,69,138.1,224.6,95.3,44.8,1.9,68.4
Mumbai,2023-05-23,59,172.4,195.5,28.6,35.3,1.0,24.2
Mumbai,2023-05-24,246,130.8,105.7,11.2,4.2,2.4,60.2
Mumbai,2023-05-25,316,153.1,114.6,89.4,49.8,1.0,109.2
Mumbai,2023-05-26,233,190.0,66.2,91.2,41.0,0.2,34.7
Mumbai,2023-05-27,117,60.7,26.1,52.9,7.9,1.8,97.1
Mumbai,2023-05-28,242,220.4,91.6,55.8,4.3,2.5,82.8
Mumbai,2023-05-29,384,210.7,33.5,16.0,23.3,0.5,37.8
Mumbai,2023-05-30,409,46.8,214.7,64.9,16.5,1.7,82.9
Mumbai,2023-05-31,188,159.5,216.2,44.8,45.1,1.4,77.9
Mumbai,2023-06-01,194,37.4,49.8,23.9,11.6,0.8,67.5
Mumbai,2023-06-02,153,95.9,134.7,20.2,28.3,2.3,85.7
Mumbai,2023-06-03,296,89.3,20.8,68.8,45.5,2.1,83.6
Mumbai,2023-06-04,126,237.9,238.3,12.1,36.7,2.3,80.9
Mumbai,2023-06-05,283,247.3,102.9,49.1,6.8,0.6,14.3
Mumbai,2023-06-06,198,96.5,209.5,45.5,7.6,2.2,107.9
Mumbai,2023-06-07,54,214.5,205.7,21.2,19.2,1.2,78.4
Mumbai,2023-06-08,499,185.9,124.3,37.6,7.5,1.1,60.2
Mumbai,2023-06-09,477,102.6,258.2,81.0,33.1,2.0,22.4
Mumbai,2023-06-10,406,184.3,294.8,85.2,7.0,2.3,63.1
Mumbai,2023-06-11,341,172.8,70.8,41.1,19.2,0.3,85.3
Mumbai,2023-06-12,479,184.5,269.7,50.9,25.4,2.2,58.5
Mumbai,2023-06-13,82,72.8,108.0,71.9,34.5,2.0,73.4
Mumbai,2023-06-14,339,63.8,287.6,87.9,26.9,1.8,78.0
Mumbai,2023-06-15,271,168.8,89.6,37.8,34.5,1.1,102.3
Mumbai,2023-06-16,335,224.1,191.6,6.1,46.8,1.4,61.6
Mumbai,2023-06-17,303,218.7,41.0,51.7,13.6,2.4,15.5
Mumbai,2023-06-18,164,142.1,126.0,82.6,5.8,1.2,73.0
Mumbai,2023-06-19,95,215.6,145.2,16.3,25.9,1.7,21.3
Mumbai,2023-06-20,261,18.6,173.7,83.5,40.0,2.4,80.1
Mumbai,2023-06-21,310,145.0,203.3,48.3,18.4,2.1,99.8
Mumbai,2023-06-22,482,119.1,176.8,63.9,24.7,1.7,88.8
Mumbai,2023-06-23,108,33.4,204.5,5.2,19.0,1.7,98.0
Mumbai,2023-06-24,330,135.3,216.6,9.3,9.9,0.5,88.9
Mumbai,2023-06-25,419,108.2,91.2,23.6,7.8,2.2,33.7
Mumbai,2023-06-26,472,197.5,220.7,15.2,21.9,2.3,102.1
Mumbai,2023-06-27,351,39.6,269.7,48.5,30.3,1.4,116.0
Mumbai,2023-06-28,52,137.3,33.6,93.9,42.3,1.3,65.9
Mumbai,2023-06-29,140,176.0,68.6,82.4,7.0,1.7,76.7
Mumbai,2023-06-30,214,131.0,127.7,98.1,46.0,2.0,40.1
Mumbai,2023-07-01,225,242.9,146.8,17.7,21.8,1.8,92.3
Mumbai,2023-07-02,203,212.3,173.4,34.8,37.4,1.5,33.9
Mumbai,2023-07-03,157,159.8,101.4,37.8,34.3,2.5,81.5
Mumbai,2023-07-04,141,130.9,214.4,35.6,7.5,1.0,62.8
Mumbai,2023-07-05,342,236.2,218.8,69.1,44.9,1.4,106.5
Mumbai,2023-07-06,266,204.0,166.4,7.4,9.0,1.7,32.0
Mumbai,2023-07-07,434,198.5,295.4,69.9,9.0,0.3,96.3
Mumbai,2023-07-08,154,190.9,29.0,82.3,6.9,2.2,91.3
Mumbai,2023-07-09,492,63.8,201.2,41.9,26.5,2.0,86.6
Mumbai,2023-07-10,404,169.5,279.4,41.8,47.9,2.4,44.4
Mumbai,2023-07-11,332,22.9,228.2,24.3,43.7,2.2,58.7
Mumbai,2023-07-12,165,228.8,217.3,66.5,38.2,1.5,76.4
Mumbai,2023-07-13,447,184.0,74.2,47.6,49.2,0.4,115.9
Mumbai,2023-07-14,426,133.3,125.6,45.7,28.7,0.5,74.2
Mumbai,2023-07-15,180,11.4,150.6,94.1,3.9,2.3,75.7
Mumbai,2023-07-16,446,233.8,192.4,67.9,25.5,1.5,49.4
Mumbai,2023-07-17,451,179.8,167.1,95.9,27.0,2.0,27.5
Mumbai,2023-07-18,328,138.9,45.7,26.0,12.2,1.0,49.7
Mumbai,2023-07-19,161,238.1,193.1,50.1,28.9,1.9,81.4
Mumbai,2023-07-20,108,170.5,144.8,90.9,31.5,1.6,115.5
Mumbai,2023-07-21,399,222.6,126.8,80.6,7.4,0.8,89.6
Mumbai,2023-07-22,62,228.7,250.2,40.6,40.5,1.2,14.8
Mumbai,2023-07-23,383,56.2,163.9,95.1,10.0,2.4,69.2
Mumbai,2023-07-24,53,160.5,79.0,64.8,12.2,1.8,101.9
Mumbai,2023-07-25,155,139.1,216.8,97.7,39.2,1.7,113.4
Mumbai,2023-07-26,432,174.7,26.7,73.1,3.8,0.4,29.6
Mumbai,2023-07-27,178,143.9,181.0,26.6,14.4,1.1,79.3
Mumbai,2023-07-28,271,85.9,129.1,16.2,2.3,1.9,17.0
Mumbai,2023-07-29,431,150.5,216.2,11.9,46.5,0.4,96.6
Mumbai,2023-07-30,204,155.6,98.8,93.0,20.3,2.1,13.4
Mumbai,2023-07-31,130,138.0,58.2,42.1,40.3,1.5,115.6
Mumbai,2023-08-01,123,81.5,268.4,96.7,43.6,1.7,115.3
Mumbai,2023-08-02,55,142.8,175.4,16.7,2.2,1.6,69.1
Mumbai,2023-08-03,93,83.1,229.5,90.8,18.5,1.1,81.1
Mumbai,2023-08-04,312,44.2,71.5,63.6,14.1,0.5,83.8
Mumbai,2023-08-05,340,214.5,258.4,93.6,49.7,1.3,70.5
Mumbai,2023-08-06,198,171.2,90.2,23.8,29.9,2.4,49.3
Mumbai,2023-08-07,393,167.3,48.0,63.9,45.2,0.9,59.6
Mumbai,2023-08-08,365,168.3,214.2,19.5,29.2,2.1,115.5
Mumbai,2023-08-09,136,11.2,88.9,26.0,37.5,1.2,102.4
Mumbai,2023-08-10,118,173.1,112.8,50.6,23.4,2.0,63.6
Mumbai,2023-08-11,105,52.2,189.9,85.0,43.2,0.5,69.2
Mumbai,2023-08-12,184,186.1,195.5,74.1,44.8,2.2,79.5
Mumbai,2023-08-13,466,149.7,133.4,61.1,45.5,1.5,69.8
Mumbai,2023-08-14,326,123.3,237.1,39.8,12.7,2.0,90.7
Mumbai,2023-08-15,198,42.1,160.3,13.6,19.5,0.2,36.3
Mumbai,2023-08-16,462,245.6,211.6,76.9,8.7,0.6,72.3
Mumbai,2023-08-17,339,168.3,291.0,74.9,25.2,1.0,34.1
Mumbai,2023-08-18,299,65.6,94.0,27.2,34.1,1.4,97.1
Mumbai,2023-08-19,248,122.7,147.3,9.4,49.1,0.9,87.4
Mumbai,2023-08-20,316,162.1,96.6,75.5,29.8,1.5,51.4
Mumbai,2023-08-21,243,97.7,202.9,84.4,26.8,1.1,109.8
Mumbai,2023-08-22,314,107.4,248.8,37.8,40.0,2.2,10.7
Mumbai,2023-08-23,121,115.6,84.4,53.9,15.5,0.5,27.3
Mumbai,2023-08-24,358,182.2,53.1,26.9,40.9,1.9,63.0
Mumbai,2023-08-25,295,125.0,185.4,66.5,21.7,0.8,24.1
Mumbai,2023-08-26,353,48.7,196.3,8.7,29.5,0.3,38.4
Mumbai,2023-08-27,142,134.0,133.5,97.1,32.6,2.2,90.1
Mumbai,2023-08-28,470,78.0,44.0,47.7,49.7,2.2,28.8
Mumbai,2023-08-29,475,108.6,60.0,60.4,38.8,1.6,66.2
Mumbai,2023-08-30,135,183.8,115.9,48.1,30.3,0.7,52.4
Mumbai,2023-08-31,105,14.0,166.4,91.4,34.8,2.1,76.6
Mumbai,2023-09-01,140,124.2,192.1,8.7,39.6,1.4,22.9
Mumbai,2023-09-02,296,168.3,272.6,56.2,2.1,2.4,84.6
Mumbai,2023-09-03,270,135.3,123.7,9.1,27.4,0.7,98.3
Mumbai,2023-09-04,454,194.5,118.1,81.4,45.6,2.1,73.4
Mumbai,2023-09-05,267,42.1,153.6,27.1,43.2,0.9,106.4
Mumbai,2023-09-06,259,71.9,21.5,75.6,2.3,1.4,67.2
Mumbai,2023-09-07,242,167.1,212.6,35.0,19.4,0.6,81.7
Mumbai,2023-09-08,179,72.7,170.1,58.6,31.4,2.5,53.7
Mumbai,2023-09-09,154,109.2,239.5,50.8,19.8,1.5,37.9
Mumbai,2023-09-10,207,148.6,236.8,42.8,8.6,2.2,23.1
Mumbai,2023-09-11,167,117.2,215.8,20.4,12.3,1.1,47.2
Mumbai,2023-09-12,331,157.4,211.7,9.9,20.7,1.7,98.5
Mumbai,2023-09-13,471,44.9,279.2,46.4,5.1,0.7,18.8
Mumbai,2023-09-14,69,183.9,280.6,43.1,33.5,0.9,116.0
Mumbai,2023-09-15,79,237.0,249.7,65.8,23.1,0.7,82.3
Mumbai,2023-09-16,461,134.4,74.5,79.5,26.5,1.8,77.7
Mumbai,2023-09-17,395,18.7,87.0,5.0,9.6,2.5,95.8
Mumbai,2023-09-18,230,170.7,133.5,24.0,2.7,1.8,111.1
Mumbai,2023-09-19,331,78.3,252.3,91.9,18.7,2.4,40.4
Mumbai,2023-09-20,360,241.1,147.3,43.4,2.2,0.6,65.7
Mumbai,2023-09-21,336,27.4,102.4,95.0,40.5,2.4,106.4
Mumbai,2023-09-22,466,200.4,90.0,47.1,20.1,1.3,36.8
Mumbai,2023-09-23,223,240.7,148.5,48.8,30.2,0.3,22.8
Mumbai,2023-09-24,84,101.8,240.8,25.9,35.7,2.0,55.4
Mumbai,2023-09-25,230,134.0,22.7,84.1,13.9,0.4,84.1
Mumbai,2023-09-26,470,92.1,175.3,22.0,17.1,0.7,73.1
Mumbai,2023-09-27,143,237.3,211.3,91.4,26.0,0.7,90.9
Mumbai,2023-09-28,496,73.7,84.2,84.3,42.1,1.0,95.7
Mumbai,2023-09-29,111,230.8,209.2,68.0,31.5,2.0,69.6
Mumbai,2023-09-30,71,213.5,123.9,35.0,45.1,2.2,73.2
Mumbai,2023-10-01,190,127.8,295.6,92.0,15.5,0.7,73.4
Mumbai,2023-10-02,77,136.2,138.5,94.3,3.6,1.0,104.6
Mumbai,2023-10-03,447,52.0,293.4,71.3,24.1,1.8,11.3
Mumbai,2023-10-04,157,101.1,48.2,39.4,43.4,0.6,38.9
Mumbai,2023-10-05,187,123.1,191.7,39.8,25.9,0.7,87.1
Mumbai,2023-10-06,240,97.6,132.2,47.8,29.4,2.5,85.5
Mumbai,2023-10-07,466,34.0,95.6,27.4,22.7,1.1,26.0
Mumbai,2023-10-08,428,45.9,245.6,21.8,26.0,2.5,103.4
Mumbai,2023-10-09,314,138.2,108.4,51.2,14.0,2.2,15.2
Mumbai,2023-10-10,100,175.7,36.8,82.3,24.9,1.6,59.5
Mumbai,2023-10-11,221,72.3,120.9,58.0,40.9,1.0,55.3
Mumbai,2023-10-12,229,218.2,289.7,23.9,29.6,1.7,29.2
Mumbai,2023-10-13,449,78.3,111.0,53.5,39.2,1.2,18.6
Mumbai,2023-10-14,364,78.8,196.9,18.8,10.0,2.1,47.1
Mumbai,2023-10-15,373,157.0,133.3,91.2,5.8,1.0,44.5
Mumbai,2023-10-16,384,79.9,94.9,66.2,15.0,1.2,104.9
Mumbai,2023-10-17,235,189.5,165.9,47.8,10.0,2.2,23.8
Mumbai,2023-10-18,170,168.9,283.3,71.6,5.8,0.6,21.3
Mumbai,2023-10-19,82,234.8,152.5,10.1,39.0,1.4,119.6
Mumbai,2023-10-20,103,73.0,63.5,67.2,44.5,0.9,37.2
Mumbai,2023-10-21,195,116.4,55.4,55.0,10.2,0.3,49.3
Mumbai,2023-10-22,216,217.4,150.8,87.7,46.9,1.5,24.9
Mumbai,2023-10-23,407,139.4,185.4,48.4,37.9,2.2,57.8
Mumbai,2023-10-24,377,163.5,106.7,38.0,27.9,2.1,58.6
Mumbai,2023-10-25,237,108.9,63.6,6.0,27.1,1.9,25.0
Mumbai,2023-10-26,196,122.6,22.3,92.6,47.5,1.3,11.0
Mumbai,2023-10-27,270,201.5,187.2,80.7,28.3,0.6,107.0
Mumbai,2023-10-28,273,104.7,65.7,75.0,20.7,1.1,38.9
Mumbai,2023-10-29,266,160.1,164.7,81.0,31.4,1.8,39.9
Mumbai,2023-10-30,382,188.3,246.5,44.2,43.0,0.6,41.9
Mumbai,2023-10-31,376,119.3,146.8,71.5,25.6,0.9,26.7
Mumbai,2023-11-01,323,15.3,292.3,31.8,8.0,1.2,10.9
Mumbai,2023-11-02,96,46.2,158.2,37.5,17.0,2.0,119.8
Mumbai,2023-11-03,287,177.3,28.9,12.6,38.0,0.5,39.3
Mumbai,2023-11-04,250,27.1,151.6,23.3,42.4,2.1,101.1
Mumbai,2023-11-05,112,243.9,220.1,41.6,48.8,0.8,119.4
Mumbai,2023-11-06,151,120.6,235.9,54.5,49.1,1.3,85.0
Mumbai,2023-11-07,209,234.7,64.4,74.2,37.7,1.5,23.4
Mumbai,2023-11-08,296,163.2,75.6,89.3,43.5,0.7,22.4
Mumbai,2023-11-09,374,114.2,24.2,80.5,30.1,1.1,36.7
Mumbai,2023-11-10,71,149.5,213.4,70.4,9.4,2.0,37.4
Mumbai,2023-11-11,305,31.9,193.2,93.4,49.9,1.6,16.6
Mumbai,2023-11-12,380,46.9,170.2,15.2,25.4,0.9,71.4
Mumbai,2023-11-13,380,191.6,245.5,46.7,11.3,1.8,49.4
Mumbai,2023-11-14,118,70.2,31.1,72.1,28.8,1.4,63.9
Mumbai,2023-11-15,340,54.8,117.3,74.6,15.2,2.1,110.6
Mumbai,2023-11-16,333,48.5,168.7,47.7,41.3,1.4,59.9
Mumbai,2023-11-17,447,163.1,126.1,22.6,2.9,2.2,95.4
Mumbai,2023-11-18,172,87.0,37.7,96.9,41.3,0.6,85.2
Mumbai,2023-11-19,442,142.4,191.7,35.6,32.8,0.5,67.6
Mumbai,2023-11-20,84,20.5,282.6,22.0,3.5,0.4,31.1
Mumbai,2023-11-21,66,147.0,254.2,67.5,27.2,1.8,38.2
Mumbai,2023-11-22,237,63.0,221.0,6.2,46.2,1.7,112.1
Mumbai,2023-11-23,476,29.2,244.3,10.8,28.8,2.4,55.8
Mumbai,2023-11-24,238,200.6,36.3,63.6,27.4,1.9,101.8
Mumbai,2023-11-25,89,236.7,289.0,14.2,36.8,1.4,30.8
Mumbai,2023-11-26,319,167.7,179.6,95.0,28.8,1.5,92.1
Mumbai,2023-11-27,442,163.3,120.2,48.6,33.9,2.2,28.3
Mumbai,2023-11-28,142,142.0,161.3,67.5,27.6,1.6,112.7
Mumbai,2023-11-29,211,142.0,299.1,85.3,21.8,1.7,100.9
Mumbai,2023-11-30,215,156.0,177.7,25.3,38.8,2.3,37.9
Mumbai,2023-12-01,281,117.4,131.2,74.0,49.2,1.6,66.9
Mumbai,2023-12-02,204,11.6,295.6,25.4,17.1,2.0,113.8
Mumbai,2023-12-03,471,76.2,175.0,57.9,46.4,0.6,14.2
Mumbai,2023-12-04,232,47.5,94.2,89.5,14.0,0.8,43.0
Mumbai,2023-12-05,342,106.0,277.0,74.8,36.7,2.0,29.0
Mumbai,2023-12-06,472,225.8,216.8,82.9,6.6,1.7,14.1
Mumbai,2023-12-07,463,148.3,42.0,10.3,39.0,1.0,99.9
Mumbai,2023-12-08,263,233.3,53.8,78.2,37.9,2.2,112.2
Mumbai,2023-12-09,374,196.6,127.1,34.0,4.0,1.4,26.5
Mumbai,2023-12-10,307,177.5,62.9,69.0,49.9,2.4,92.8
Mumbai,2023-12-11,344,131.1,82.2,32.5,20.9,0.5,19.1
Mumbai,2023-12-12,342,188.9,173.5,29.9,21.1,1.2,86.8
Mumbai,2023-12-13,440,42.4,176.6,51.3,33.3,0.7,77.8
Mumbai,2023-12-14,426,135.8,87.8,30.3,22.6,1.8,73.4
Mumbai,2023-12-15,107,171.2,138.6,38.1,17.4,1.6,12.7
Mumbai,2023-12-16,206,50.6,117.9,83.1,40.5,1.6,58.5
Mumbai,2023-12-17,468,66.0,211.9,19.8,37.0,0.4,91.4
Mumbai,2023-12-18,174,237.7,279.5,87.5,41.4,0.2,86.3
Mumbai,2023-12-19,106,83.2,151.9,36.5,37.5,0.7,70.1
Mumbai,2023-12-20,434,72.1,155.2,74.3,8.8,1.8,12.0
Mumbai,2023-12-21,348,227.4,167.5,29.3,4.9,0.7,86.6
Mumbai,2023-12-22,188,22.7,203.3,5.8,20.7,0.8,103.7
Mumbai,2023-12-23,387,96.5,50.2,32.8,44.4,1.1,117.8
Mumbai,2023-12-24,310,244.4,47.9,35.0,43.6,1.4,30.5
Mumbai,2023-12-25,306,242.0,177.0,72.7,3.9,2.3,43.5
